,公司名,公司领域,公司人数,学历,最低工资,最高工资,工作年限,岗位职责,岗位要求
850,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,25,50,"(0,0)",,
851,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,35,55,"(3,5)","1、优化推荐效果，并保证推荐服务稳定；
2、分析业务数据，提出改进方案；
3、业务目标拆解和技术规划。

","1、机器学习理论基础扎实；
2、熟悉矩阵分解、GBDT、LTR、word2vec、CRF、LSTM等常见算法；
3、强悍的工程实现能力，熟练使用python、Go、C++语言；
4、熟练使用以下任何一个开源工具"
852,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,20,35,"(0,0)","1、深入理解B端业务，准确分析问题，研发适合的算法与策略，不断优化算法效果和性能；
2、熟悉滤波算法及随机过程，使用不同算法对时序数据分析建模；
3、学习时序、NLP领域的先进技术并开展相关研发工作。

","1、计算机／数学／统计学／模式识别相关专业，硕士及以上学历； 
2、熟悉时间序列和机器学习的理论基础，有海量数据挖掘研发经验优先；
3、精通数理统计，数据逻辑清晰，沟通能力强，业务理解能力强；
4、具有优秀的编程能力，精通Python/Golang/Spark以及常用脚本语言； 
5、责任心强，积极主动，有良好的沟通能力和团队合作能力。"
853,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,25,50,"(1,3)","1、优化C端产品推荐效果，其中内容平台合作信息流场景DAU1亿+；
2、深入理解业务和机器学习技术，优化推荐模型、策略，提升推荐效果； 
3、深入理解用户行为，结合机器学习、数据挖掘等技术，优化创作、浏览体验。
","1、1~5年工作经验，有强烈的上进心和责任感，具备良好的沟通协作能力；
2、具备优秀的编码能力和算法功底；
3、熟悉常用的推荐算法，有大规模机器学习/数据挖掘/推荐业务经验者优先。"
854,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,25,45,"(1,3)",1、广告作弊策略的设计与开发，解决类似虚假、夸大、低俗等问题 2、同产品、运营与审核部门合作，把握质量标准，定期评估效果、改进广告生态,1、拥有强悍的编码能力，有扎实的数据结构和算法功底2、熟悉Linux开发环境，熟悉Python/Java/C++语言3、掌握机器学习、信息检索算法，实现过相关算法或有相关应用4、责任心强，积极主动，有良好的沟通能力和团队合作能力5、具有广告低质、敏感内容识别相关算法经验者优先
855,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,25,50,"(3,5)",,
856,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,25,50,"(3,5)","1、主要负责图像/视频硬件渲染框架的研发；
2、熟悉手机端的算法性能调优。
","1、熟悉常见的图像处理/计算机图形学知识和算法，有一定数学功底；
2、熟悉iOS或者android工程开发，有手机端图像算法的工作经验；
3、熟悉手机端的图像算法或者视频算法的开发，熟悉OpenGL，尤其是GLES，熟悉OpenCV；
4、了解视频、音频编码解码算法和实现；
5、经验3年学历硕士及以上。"
857,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,25,50,"(1,3)","1、对搜索推荐、深度学习、图像识别等AI相关算法模型进行测试；
2、总结和分析测试结果，同时需要对算法和业务团队提出合理化建议和意见，以提高算法的质量；
3、根据算法及应用场景，设计并准备测试数据集，编写测试代码、测试并跟进BUG；
4、协助算法产品和业务团队全面推进算法产品在相关业务场景中的应用、落地实践和风险监控。
","1、计算机、软件工程，数学、信息安全等相关专业背景，研究生以上学历；
2、扎实的编程基础（熟练使用Java或者Python等），有良好的编码习惯及技术功底，有AI算法开发/测试经验者优先；
3、拥有技术激情、创新意识、快速学习和协同落地能力，表达能力优秀，乐观向上，自我驱动力强，具备很强抗压能力，有自我反省意识；
4、学习能力强，喜欢提问题，善于发现错误，优秀的沟通协调和团队合作能力。"
858,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,3,6,"(0,0)","1、负责搜索Spider系统的基础数据挖掘和核心技术研发
2、负责互联网资源特征数据挖掘，包括页面特征、站点特征、页面价值度、热点变化趋势等
3、负责链接的反垃圾，识别无价值链接，控制链接规模
4、利用机器学习/深度学习算法建立模型，预估链接质量

","1、计算机或相关专业，本科及以上学历，2020年及以后毕业
2、优秀的编码与代码控制能力, 有扎实的数据结构和算法功底 
3、精通C/C++语言编程，熟悉linux平台、shell编程
4、每周实习至少3天，可以连续实习3个月以上"
859,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,25,50,"(1,3)",,
860,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,30,60,"(3,5)","1、负责三维图形算法的开发与性能提升，实现最前沿的算法，保持算法在工业界领先；
2、负责3D效果、互动类算法与应用的开发工作； 
3、负责下述研究课题中的一项或多项，包括","三维重建，基于图像、视频的光照估计和材质恢复，几何特征识别，柔体算法优化，真实感渲染等。
职位要求"
861,北京三快在线科技有限公司,消费生活,['2000'],本科,30,45,"(3,5)",赋能美团打车的平台运营，通过智能化手段促进供,1.参与到打车“平台模式”的核心策略对话中
862,北京字节跳动科技有限公司,文娱丨内容,['2000'],硕士,30,60,"(3,5)","1、负责手机前后置Camera相关增强算法的开发与应用
2、负责手机前后置多摄相关算法的开发与应用
3、负责算法调试和工程优化，对算法落地负责
4、参与制定camera算法质量测试规范和标准
","1、硕士及以上学历；
2、工作年限"
863,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,20,40,"(3,5)","1、负责ElasticSearch/Druid平台化建设相关设计、研发、运维工作；
2、深入理解ElasticSearch或Druid的技术原理、架构和使用场景，为业务方提供技术指导。

","1、JAVA基础扎实，熟悉ElasticSearch或Druid源代码优先；
2、有丰富的数据平台开发或使用经验，能够高效挖掘技术团队需求痛点并提供解决方案；
3、有较强的沟通能力，可以和相关技术业务部门进行有效沟通；
4、善于学习新的知识，有进取心，对解决具有挑战性问题充满激情。"
864,北京三快在线科技有限公司,消费生活,['2000'],本科,45,65,"(0,0)",,
865,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,2,4,"(0,0)","1、向世界**科学家学习交流机会，除了我们的科学家，我们团队中还有来自国内外名校（如CMU）担任顾问；
2、机器学习应用解决大规模业界实际问题的机会以及经验；
3、最好的环境，丰富的计算和数据资源。

",1、扎实的数学和算法基础
866,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,25,50,"(3,5)","1、研发实现各种音频增强和音频特效算法；
2、建立高质量的音频处理特效平台。

","1、扎实的数字信号处理知识, 熟悉Matlab或python快速算法建模仿真验证；
2、了解音频录制的预处理(VAD, AGC, AES, ANC)和音频后处理(EQ, DRC, Reverb, upmixer/downmixer)等；
3、有移动平台(Android或IOS)音频研发相关经历；
4、技术上有个人想法并具有团队合作精神, 自我激励的能力, 和良好的沟通技巧；
5、加分项"
867,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,35,70,"(3,5)","1、负责基于深度学习的超分辨率算法在流媒体和短视频场景的研究与落地
2、负责视频前、后处理增强算法的研究与落地，包括但不限于视频去噪，色彩增强，视频去抖，视频去模糊，暗光效果提升
3、优化模型和算法在移动端的计算性能
4、探索和实现最新的移动端优化技术

","1、精通Pythpn,C/C++编程语言，具有扎实的数据结构/算法基础
2、熟悉OpenCV等常用库，熟练使用一种或几种深度学习框架（tensorflow， caffe,）
3、有 Android/iOS 开发经验优先
4、有深度学习模型压缩经验优先考虑
5、具备算法开发实现能力，熟悉C/C++、CUDA、Python等编程语言；
6、良好的英语能力，能熟练阅读英文论文和专利"
868,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,30,60,"(3,5)",1、负责研究并开发语音/音乐信号处理前端算法,"回声消除(急需), 语音增强, 自动增益控制等; 
2、在移动APP应用场景落地上述技术, 提升直播, 短视频录制内容生产端的音质和用户体验。
职位要求"
869,北京字节跳动科技有限公司,文娱丨内容,['2000'],本科,25,50,"(1,3)",,
870,北京京东世纪贸易有限公司,电商,['2000'],本科,25,40,"(1,3)","搜索算法工程师
","北辰世纪中心，位于北京朝阳区奥林匹克公园附近
【工作内容】
1. 基于京东海量的用户和商家数据，应用机器学习、数据挖掘等技术，设计搜索排序算法，完善搜索生态
2. 通过大规模深度学习，完善语义检索及相关性模型，提升检索效率
3. 与搜索架构、产品和运营同学合作，推动算法产品落地
【任职要求】
1. 对机器学习、数据挖掘、深度学习等算法领域有研究热情和扎实的基础
2. 计算机、数学及相关专业
3. 熟悉python、C++与Linux开发
4. 有良好的沟通协调能力，较好的主动性和求知欲
5. 熟悉tensorflow、pytorch、caffe等学习框架优先。"
871,北京嘀嘀无限科技发展有限公司,汽车丨出行,['2000'],本科,30,40,"(0,0)",,
872,武汉小药药医药科技有限公司,医疗丨健康,['2000'],本科,30,60,"(5,10)","1.负责算法数据平台的相关设计和开发工作2.负责实时特征，离线特征的加工和计算，算法模型的在线效率优化，分流实验体系搭建和开发，负责机器学习平台整体框架的设计和搭建3.优化已有的工程架构，满足海量特征和大数据模型的加载和使用4.保证所有在线算法稳定运行，根据业务发展做好系统整体容量规划和稳定性建设    
",1.数据工程，数据开发，算法工程，算法应用等相关经验的同学；2.有机器学习和特征工程领域相关的背景加分，有知名互联网公司工作经验者优先3.3+年互联网从业经验，211/985大学毕业优先4.有大规模分布式计算平台的设计，开发，使用经验。5.熟练掌握java，python语言，算法基本功扎实，对并发编程有深入理解，对Redis缓存有深入理解6.对规则引擎有使用经验优先、从事过实时/离线策略系统开发经验优先7.有Flink，Spark平台开发经验优先8.从事过风控相关工作优先
873,通联数据股份公司,金融,"['500', '2000']",硕士,20,40,"(3,5)",,
874,北京嘀嘀无限科技发展有限公司,汽车丨出行,['2000'],本科,30,60,"(5,10)",,
875,广州市百果园信息技术有限公司,移动互联网,"['500', '2000']",本科,25,50,"(3,5)","1、负责海外短视频产品的个性化推荐策略优化；
2、深入理解业务和机器学习技术，优化模型，推荐策略，持续提升推荐效果；
3、通过机器学习模型和系统，用先进的检索和排序手段，优化产品搜索效果和数据效果。
","1、计算机、机器学习、统计相关专业、模式识别相关专业硕士及以上学历；
2、3年以上互联网策略类工作经验，熟悉推荐、搜索等领域优先；
3、良好的逻辑思维能力，能够从海量数据中发现关键特征，熟悉LR/GBDT/NN等常见机器学习工具 ；
4、优秀的编码与代码控制能力，熟悉linux，熟练使用C++和Java/python；
5、有实际线上的高并发架构开发和调优的经验者优先；
6、有ACM / Topcoder Algorithm 或类似算法竞赛经历者优先。"
876,中科星图股份有限公司,"信息安全,数据服务","['500', '2000']",硕士,20,31,"(3,5)",,
877,奇虎360科技有限公司,信息安全,['2000'],本科,25,35,"(5,10)","1、负责360机器学习离线/在线计算平台的研发、搭建和优化工作
3、根据候选人能力及经验，职位包括","工程师、技术专家等
 
岗位要求"
878,北京极智嘉科技有限公司,"硬件,数据服务","['500', '2000']",硕士,25,40,"(3,5)","目标分类/检测/位姿估计、可通行区域检测/分割、行人检测/跟踪/预测等；
具备良好的团队合作与沟通能力，对前沿技术有高度的敏感性和判断力，勇于接受挑战，且执行力强；
·优先考虑
熟悉OpenCL或者OpenVINO开发有Movidus开发经验者优先；
熟悉YOLO，UNet，有实际开发及部署者优先；
在计算机视觉（CVPR/ICCV等）或者机器学习（NeurllPS/ICML等）有高水平一作者优先；
在分类（ImagNet，CUB-Bird）、检测（VOC，KITTI）、分割（VOC,MOSCOCO）等benckmark上取得优秀成绩",
879,上海高仙自动化科技发展有限公司,"企业服务,硬件","['150', '500']",硕士,20,40,"(0,0)","1、自动化、电子工程、计算机科学或相关专业硕士及以上学历，拥有机器人、汽车或相关行业经验；
2、熟悉 Linux 知识及 Linux 系统开发，拥有 Linux 平台上优秀的 C/C++开发技能与经验；
3、拥有仿真环境的经验，在传感器融合、概率感知、目标跟踪、机器人计算机视觉等领域拥有至少一个优秀的知识和经验；
4、具备以下核心技能的一","毫米波雷达信号处理、激光雷达信号处理、图像处理、传感器信息融合算法、传感器标定、模式识别、机器人系统工程等；
5、善于分析和解决问题, 具备较好的沟通表达能力和团队合作精神；
6、 具有自主驾驶系统工程设计经验优先。"
880,北京旷视科技有限公司,人工智能,"['500', '2000']",不限,20,40,"(3,5)","1.986/211计算机相关专业本科以上学历，3年以上机器学习、自然语言处理、数据挖掘或文本处理的工作经验；2.精通Python，Java，Scala，Go等编程语言之一，具有实践性的系统代码开发经验； 3.丰富的数据建模实践经验、良好的技术洞察力和优秀的数据分析技能； 4.精通Linux环境下的开发，喜欢并关注开源工具与开源社区，有分布式系统开发经验，具有全栈开发经验者优先；5.掌握主流的大数据处理技术，包括Hive, Spark，Storm，flink等，有互联网搜索、推荐系统、大数据算法项目的经验者的优先； 6.具备强烈的进取心、自我学习能力、团队合",
881,北京纳米维景科技有限公司,医疗丨健康,"['50', '150']",硕士,18,30,"(3,5)",,
882,星药科技（深圳）有限公司,人工智能,['15'],本科,30,60,"(0,0)","TensorFlow/Keras/PyTorch；
-  性格开朗，有责任心，有团队合",
883,百度在线网络技术（北京）有限公司,工具,['2000'],本科,20,40,"(3,5)",Feed架构，全面负责百度app/好看/全民/各矩阵/web等多端feed流形态产品的推荐系统工程架构,"双引擎核心业务
目标"
884,亚信科技（中国）有限公司,"企业服务,移动互联网",['2000'],硕士,15,25,"(3,5)","1.图像处理和视频分析算法的设计和开发；
2.视频分析应用设计和需求分析。
 
","1.计算机视觉相关专业硕士及以上学历，二年及以上的视频图像算法工作经验；
2.熟悉数字图像处理、视频分析算法，熟悉主流的模式识别与计算机视觉算法(目标检测、分类、跟踪、背景建模、运动分析等)，对计算机视觉的研究具有浓厚兴趣；
3.深入了解至少一种深度学习编程框（TensorFlow/Pytorch/Caffe/CNTK/Mxnet其它）；
4. 熟悉C/C++,Python编程语言；
5. 熟悉常用python-package，opencv，skimage等图像处理库；熟悉各种图像处理算法；
6.良好的沟通能力和团队协作精神，严谨的工作态度与高质量意识；
7.良好的创新意识和能力，跟进AI领域发展演进，解决前沿课题。"
885,北京国科天迅科技有限公司,"硬件,通讯电子","['50', '150']",硕士,20,30,"(0,0)",,
886,天津英才酷信息科技有限公司,数据服务、软件开发,"['500', '2000']",本科,20,40,"(3,5)",,
887,北京智山机器人科技有限责任公司,"硬件,其他",['15'],本科,30,50,"(1,3)",,
888,联想（北京）有限公司,"移动互联网,数据服务",['2000'],硕士,30,50,"(0,0)","1. 负责供应链需求预测的建模与优化，将业务问题抽象为数据问题，并高效解决。
2. 负责面向智能数据时代供应链库存优化技术研发，提供端到端决策支持；
3. 为团队引入创新的技术和方案，通过顶层设计形成统一的框架、平台或组件；
 
","1. 计算机科学、电子工程、数学、统计学、运筹等相关专业博士，硕士学历（应届亦可）
2"
889,北京京东世纪贸易有限公司,电商,['2000'],硕士,20,40,"(3,5)","1. 熟悉自然场景下文字检测、文字识别和端到端的识别，有实际项目经验 2. 有图像预处理，版面分析，关键信息提取经验优先  3. 在该领域发表过优秀论文者优先 4. 在该领域参加竞赛并获得优异成绩者优先 
",1.硕士及以上学历，计算机、电子、自动化、数学等相关专业 2.熟悉Python或Matlab或Lua等至少一种脚本语言 3.熟悉C/C++编程 4.熟悉深度学习理论和算法 5.熟悉至少一种深度学习框架(TensorFlow/Caffe/MXNet/PyTorch/Keras/Theano等)   6.对前沿技术有热情，有良好的团队合作精神
890,北京赛博天网防务技术有限公司,其他,"['50', '150']",本科,20,30,"(5,10)","1. 计算机、数学等专业本科以上学历，5年以上算法开发工作经验；
2. 具备扎实的算法开发","包括应用数学、统计分析、计算机原理、操作系统、算法设计、并行计算、高性能计算、分布式计算、数学建模等；
3. 精通至少2项编程语言或技能"
891,广州市百果园网络科技有限公司,"移动互联网,社交",['2000'],本科,30,60,"(3,5)",,
892,云粒智慧科技有限公司,"移动互联网,企业服务","['150', '500']",本科,20,40,"(0,0)",,
893,北京千喜鹤餐饮管理有限公司,消费生活,['2000'],本科,20,25,"(3,5)",,
894,维沃移动通信有限公司,硬件,['2000'],本科,30,60,"(3,5)","1. 负责搜索业务核心相关性算法设计和优化；  
2. 研究、设计实现大规模召回、排序系统和深度模型，提供高可用的线上服务  
3. 理解业务痛点，设计研发搜索算法与策略以达成目标。

","1. 搜索、广告或推荐系统相关经验；  
2. 有扎实的数据结构和算法功底，熟悉C++和Linux开发环境；  
3. 善于结合具体业务场景，分析与解决有挑战性的问题；  
4. 有优秀的逻辑思维能力，有较强的沟通和推动能力。

Base"
895,广州市百果园网络科技有限公司,"移动互联网,社交",['2000'],本科,20,40,"(1,3)",,
896,度小满科技（北京）有限公司,金融,['2000'],本科,20,30,"(1,3)","1、 计算机、统计、数学、物理、金融等相关专业背景，本科以上学历；
2、 在信贷评分卡、反欺诈、机器学习、深度学习、数据挖掘、信息检索、自然语言处理、推荐系统等一个或多个相关方向有两年以上项目经验，有很好的算法功底，对数据敏感；
3、 扎实的编程基础（熟练使用C++或者Python等），有大数据处理经验优先（熟悉Hadoop或者Spark等分布式处理平台）； 
4、 有分期贷款小额贷款信用卡分期消费金融风控模型经验者优先
5、 拥有技术激情、创新意识、协同落地能力，表达能力优秀，乐观向上，自我驱动力强，具备很强抗压能力，有自我反省意识。
","1、 负责信贷类风控模型的研发和优化，包括反欺诈、信用评分等等； 
2、 参与特征工程的建设，包括业务数据、用户数据等的收集、分析和挖掘； 负责模型验证，撰写验证报告；
3、 参与定制化模型的开发，以及驻场建模相关工作"
897,慧博云通（江苏）软件技术有限公司,企业服务,['2000'],本科,11,15,"(3,5)",,
898,北京华控智加科技有限公司,"移动互联网,人工智能","['15', '50']",本科,15,25,"(5,10)","1、负责语音识别等相关底层引擎的优化、封装与对接。
","1、熟练掌握C++语言，具有扎实的数据结构和算法基础；
2、熟悉Windows/Linux C/C++开发环境，熟悉多线程和多进程程序开发；熟悉linux线程进程间通信；
3、熟练使用调试工具及多语言之间调用（java、C、Python）；
4、对深度学习算法、Kaldi/Tensor Flow有一定了解。
5、有语音、语言、图像等人工智能相关行业三～五年经验者优先。"
899,北京千喜鹤餐饮管理有限公司,消费生活,['2000'],本科,30,50,"(5,10)",,
900,云粒智慧科技有限公司,"移动互联网,企业服务","['150', '500']",本科,20,40,"(5,10)",,
901,南京华苏科技有限公司,"移动互联网,企业服务",['2000'],大专,13,18,"(3,5)","1、熟悉机器学习算法，入回归类算法，分类算法算法等，对数据理解和算法选择有一定的经验。熟悉各类数据清洗方法。有丰富的基于不同数据的机器学习经验。
2、能够根据提供的数据独立开展数据清洗、算法选择、参数优化等工作，不断优化数据模型，提高预测准确性。
3、熟练python编程语言，掌握机器学习相关模块的使用，如numpy,pandas,sklearn,TensorFlow。
4、沟通表达能力良好，可以通过口头和文档形式对算法原理和算法优劣性进行交",
902,北京奇艺世纪科技有限公司,文娱丨内容,['2000'],本科,30,50,"(3,5)",1、 对文字、图像、视频、音频等进行深度内容理解， 完成视频和图文的多模态语义表示学习；2、 负责视频、图文等内容侧及用户侧特征挖掘，优化推荐召回、排序模型；3、 追踪推荐、CV、NLP等AI领域前沿技术，将新技术高效应用于实际工作中，持续优化技术解决方案。,1、 机器学习、计算机视觉、自然语言处理等相关专业硕士及以上学历；2、 具备良好的编码能力和扎实的数据结构和算法功底 ；3、 对机器学习算法有较深入的研究和理解，熟悉常见的文本、图像、视频内容理解及特征学习；4、在 CVPR、ICCV、ECCV、AAAI、NeurIPS等会议、在IEEE Transaction系列相关领域期刊发表过文章，在计算机视觉领域国际学术竞赛获得过奖项者优先5、 具备良好的沟通和表达能力，有较强的数据分析和解决问题的能力，具有持续学习能力和团队合作精神。
903,维沃移动通信有限公司,硬件,['2000'],本科,25,50,"(3,5)",你将参与行业领先的自然语言智能化理解技术研究与线上应用、千亿级网页相关性计算和ranking算法开发、参与人工智能行业最前沿的排序算法模型设计与调试，深度学习模型的实践应用，处理百亿级样本规模的模型训练与特征工程，调度上千台机器规模的集群进行数据挖掘，每天响应上亿次用户检索查询，你的每次上线，都将影响亿万用户的搜索体验。,"o    熟悉Linux/Unix平台上的C/C++语言编程； 
o    熟练使用常用算法和数据结构，对算法有较强的实现能力 
o    了解自然语言处理、信息检索相关知识
o    良好的逻辑思维能力，能够从海量数据中发现有价值的规律 
o    良好的团队合作精神，较强的沟通能力
任职要求"
904,北京臻迪智能科技有限公司,数据服务,"['150', '500']",本科,25,50,"(0,0)","1. 具备良好的编程能力，掌握C/C++或者Matlab；
2、 图像处理、光电技术、光学工程、计算机、电子工程等相关专业；
3、 扎实的数字图像理论基础，熟练掌握各种图像处理算法；
4、 熟悉主流的稳像处理算法流程和方法，对电子稳像的算法优劣有深入的研究；
5、 熟悉电子稳像的技术理论和方法，熟悉帧间电子稳像的算法流程、图像特征获取、匹配 和补偿的原理的原理和方法。
6、 熟悉运动矢量估计模块和运动曲线的拟合与补偿模块算法","块匹配、特征点匹 配、投影匹配等方法
7、有防抖、电子稳像开发经验着优先；

任职要求"
905,北京志翔科技股份有限公司,"数据服务,硬件","['150', '500']",本科,20,35,"(3,5)",,
906,贝壳找房（北京）科技有限公司,房产家居,['2000'],本科,30,55,"(3,5)",,
907,元橡科技（北京）有限公司,"人工智能,汽车丨出行","['50', '150']",本科,15,30,"(3,5)","1. 参与ADAS/自动驾驶系统中对象检测跟踪识别模块的设计研发
2. 参与视觉SLAM模块的设计研发
3. 参与人脸检测定位和识别等相关模块的设计研发
4. 完成图像视觉算法优化和产品转化
5. 在计算机视觉、机器学习和深度学习领域进行前瞻性探索研究
 
技","1. 计算机电子,模式识别,图像处理、自动化等相关专业研究生以上学历
2. 精通图像处理、立体视觉,3D点云处理,V-SLAM,人脸识别,目标检测识别跟踪等优先
3. 熟练掌握C/C++,熟悉OpenCV等视觉开发库,具备扎实的算法实现能力,良好的编程基础和编码风格
4. 具有挑战自己、追求卓越的个性；对新知识和新领域，具备快速学习的能力；具备团队合作和良好沟通能力"
908,行为科技（北京）有限公司,"硬件,人工智能","['50', '150']",本科,9,10,"(0,0)",Python，算法，Linux，目标检测/识别，tensorflow，深度学习岗位职责l 负责深度学习算法数据预处理，模型训练及测试工作l 负责带领数据团队做数据预处理工作任职要求1.工作需要非常仔细，有耐心，抗压能力强2.有相关的管理经验，能够带领数据团队做好数据预处理的相关工作3. 计算机相关专业，本科以上学历。4. 熟练掌握OpenCV5. 熟悉Python/C++基本编程语言。熟练掌握至少一种深度学习开发框架，如 Mxnet/tensorflow/tensorRT等。6.熟练掌握Socket网络编程和多线程编程，有TCP/UDP编程和多线程编程的实际项目经验；熟悉RTP/RTCP、RTSP、RTMP等流媒体协议的优先7.了解 H.264、H265等编解码8. 有在国际计算机视觉顶会如CVPR，ICCV，ECCV，NIPS发表过论文者优先。9. 有参加国际计算机视觉相关竞赛获奖经历,
909,北京千喜鹤餐饮管理有限公司,消费生活,['2000'],本科,15,25,"(5,10)",,
910,北京青星教育科技股份公司,"移动互联网,教育",['15'],博士,30,60,"(3,5)",博士以上学历BAT，独角兽企业在职AI技术负责人、专家工作2年以上待遇丰厚，成为学员生命,
911,光子算数（北京）科技有限责任公司,人工智能,"['15', '50']",本科,25,35,"(3,5)","（1）熟悉深度学习计算框架实现机制，在深度学习计算框架领域有丰富的开发和调试经验；
 (3) 在国际**会议或期刊（包括但不限于CVPR、ICCV、NIPS、ICML、AAAI、TPAMI、IJCV等）上发过论文。
（4）具备并行程序开发经验，熟悉CUDA、OpenCL等高性能编",
912,广州市动景计算机科技有限公司,工具,['2000'],本科,30,60,"(3,5)","1. 对数据有敏感的分析能力，能设计合理的效果评价指标，并制定相应的规划
2. 熟练掌握至少一种编程语Java、Scala、C++、R、Python，对算法和数据结构有深入研究；
3.有大规模分布式计算平台的使用和并行算法的开发经验；
4. 熟悉nlp方向的基本技术，掌握机器学习相关知识，有深度学习NLP算法相关经",
913,赛诺联合医疗科技（北京）有限公司,医疗丨健康,"['50', '150']",硕士,20,30,"(5,10)","1、负责为PET成像系统研发和验证PET高级重建和校正算法，提高图像质量
2、负责对PET系统进行建模，研发listmode重建算法，并利用GPU进行速度优化
3、了解所需相关行业的前沿发展趋势，组织撰写相关技术文档及展示材料并输出相关专利
","1、 生物医学工程，物理，数学，电子和相关专业硕士以上学历；
2、 有5年以上相关工作经验，深刻理解PET成像物理，对PET系统建模有深刻理解，有listmode重建算法开发经历;
3、 有C++编程经验，熟悉MATLAB，有基于GPU编程工作经验者优先，有蒙卡仿真经验者优先;
4、具备良好的英文读、写、听、说能力，能熟练使用英文进行沟通和交流;
5、 具备良好的团队工作和协调沟通能力。"
914,北京陌陌科技有限公司,社交,"['500', '2000']",不限,20,40,"(1,3)","1、负责业务需求理解和架构设计开发，梳理和优化接入流程，并推动研发上线
2、持续优化分布式系统架构，高并发/系统解耦/数据隔离等，提升稳定性和性能
3、推动AI平台化等技术架构演进，设计开发和优化分布式深度学习/机器学习服务

","1、计算机软件或相关专业，扎实计算机专业基础，包括数据结构和算法、操作系统、计算机网络、数据库等；
2、熟悉Unix/Linux环境和系统编程，熟悉python，有C/C++开发经验
3、熟悉分布式系统架构与实现，有大型分布式后台服务架构经验，熟悉Docker容器调度相关技术和工具
4、熟悉常见的一些解决方案及其原理，分布式缓存/RPC/负载均衡等，有redis/mongo/kafka/es等经验
5、有机器学习/深度学习应用系统经验者优先"
915,北京中经惠众科技有限公司,"金融,企业服务","['50', '150']",本科,15,30,"(5,10)",,
916,北京天衍融信科技有限公司,"移动互联网,数据服务","['15', '50']",本科,20,40,"(0,0)",本科及以上学历，从事图像处理和视频处理下列相关工,"光学文字识别，模式识别，图像分类，人脸检测；
 收集训练样本集并对训练样本集整理、算法研究、测试；
 提供公司部分算法的技术支持，保证所负责的算法模块满足设计要求。

 任职资格"
917,上海觉非网络科技有限公司,"移动互联网,人工智能","['15', '50']",本科,25,35,"(1,3)",1）负责移动设备端目标检测和图像分割等功能；2）深度学习框架之间模型的转化以及定制层的开发；3）为深度学习在Edge端的应用提供高效的计算解决方,1）本科以上学历，计算机相关专业背景；2）熟练掌握C/C++、Python等编程语言；3）熟悉OpenCV，以及图像处理基本方法优先；4）熟悉Caffe、TensorFlow等框架者优先；5）熟悉ONNX，NNIE，NCNN等技术者优先；6）熟悉嵌入式系统者优先;7）热爱深度学习框架工作，有较强的学习能力和解决问题的能力。
918,普华永道中天会计师事务所（特殊普通合伙）北京分所,金融,['2000'],不限,30,60,"(5,10)","1、负责神策分析、推荐、⾃动化运营等产品中的机器学习算法的研究、实现和优化 
2、运⽤机器学习、数据挖掘技术处理海量数据，分析与挖掘潜在规律和关联，驱动业务增⻓ 
3、通过对数据的敏锐洞察，深⼊挖掘产品潜在价值和需求，进⽽提供更有价值的服务 
4、跟踪业界和学术界最新进展，并且能够快速应⽤到业务中。 ","1、有五年以上的机器学习项⽬开发经验，熟悉 python 和 linux； 
2、熟悉机器学习、⾃然语⾔处理、推荐系统等相关算法，熟悉⼀个或多个常⻅的神经⽹络开源⼯具 库，例如"
919,北京易真学思教育科技有限公司,"移动互联网,教育","['150', '500']",本科,15,30,"(3,5)",1. 从海量数据中，利用数据挖掘技术，挖出用户的偏好特征、行为规律，用户画像等，图像识别等;2. 对数据进行建模，设计与搭建个性化推荐（例如 CF、关联规则挖掘、隐含语义分解等），评估并优化模型提升系统转化率；3. 建立和完善分析体系，跟踪模型的实施，定期优化算法和分析策略，提供建设性建议；4. 跟踪互联网领域最新的推荐系统落地方案及机器学习算法的进展和发展趋势。,1. 本科及以上学历，计算机、数学等相关专业，985院校毕业生优先考虑，3-5年及以上数据挖掘、机器学习等相关经验；2. 对常用的机器学习算法，特征选择方法，数据建模过程有深入理解；3. 熟悉常用数据挖掘算法(如分类，聚类，回归，关联规则，神经网络等)及其原理，并具备相关项目经验 ；4. 编程基础扎实，熟悉算法数据结构，有超过两年以上C++或Python开发经验；；5. 熟练掌握Tensorflow、keras、MXNet等至少一个深度学习框架，深刻理解深度学习训练、调优过程；6. 有画像、广告、推荐，搜索等算法方向实际工作经验优先；7. 熟悉 Spark、MapReduce 等并行编程模型，有实际的海量数据处理和挖掘的经验。加分项
