,公司名,公司领域,公司人数,学历,最低工资,最高工资,工作年限,岗位职责,岗位要求
665,北京大米未来科技有限公司,教育,['2000'],本科,30,50,"(5,10)","1. 负责AVC/SVC的算法优化和跨平台性能优化
2. 负责视频前后处理的功能开发和性能优化

","1. 精通C/C++编程语言。
2. 精通H264/VP8/AVS中的codec算法，有某一模块的算法优化经验。
3. 5年以上的视频codec的开发经验。
4. 熟悉ffmpeg，x264，有移植到流媒体系统的项目和优化经验。
4. 了解OpenCV，有视频前后处理的优化经验。
5. 了解视频质量评价工具PSNR/SSIM/VMAF。
6. 有大型开源项目的二次开发经验，代码阅读能力强。
7. 责任心强,有团队合作精神。"
666,北京初速度科技有限公司,"数据服务,硬件","['150', '500']",硕士,25,50,"(0,0)",负责自动驾驶中视觉算法的长期研发和迭代。,1. 熟悉 C/C++ 和至少一种脚本语言，能够独立实现算法。 2. 熟悉开源深度学习框架和相关算法者优先。 3. 有机器学习经验者优先。 4. 有学术论文发表经历优先
667,新瑞鹏宠物医疗集团有限公司,"医疗丨健康,消费生活",['2000'],硕士,25,50,"(3,5)",主要从事深度学习视觉方向算法研究、分析、优化；包括,"数据收集、处理，分类，检测，分割等；与开发人员对接，解决实际使用中的算法应用问题。
岗位要求"
668,北京十牛科技有限公司,移动互联网,"['15', '50']",硕士,15,30,"(5,10)",,
669,云南易见纹语科技有限公司,人工智能,"['15', '50']",硕士,25,33,"(3,5)",,
670,凤凰飞扬（北京）新媒体信息技术有限公司,文娱丨内容,['2000'],本科,40,60,"(1,3)","1、利用机器学习技术，改进凤凰的资讯推荐系统，优化用户的阅读体验；
2、分析基础数据，深度挖掘用户兴趣、文章价值，增强推荐系统的预测能力；
3、解决自然语言处理、CTR预估、优化理论、深度学习、强化学习等对应工业化问题。

【任","—硕士及以上，计算机相关专业；
—热爱计算机科学和互联网技术，对人工智能类产品有浓厚兴趣
—具备较强的编码能力，熟悉Linux，熟悉Java和Python语言优先；
—有独立研究、实验的能力，优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情；
—具有推荐系统，计算广告，自然语言处理，搜索引擎，分布式系统研发等相关技术有经验者优先；
—有分布式研发经验者(Hadoop/HBase/Hive/Storm/Kafka)优先。
—熟悉常用数据结构、算法、有自然语言处理、机器学习或数据挖掘经验者优先。
—有搜索引擎、个性化推荐、广告、数据平台相关经验优先。—硕士及以上，计算机相关专业；
—热爱计算机科学和互联网技术，对人工智能类产品有浓厚兴趣
—具备较强的编码能力，熟悉Linux，熟悉Java和Python语言优先；
—有独立研究、实验的能力，优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情；
—具有推荐系统，计算广告，自然语言处理，搜索引擎，分布式系统研发等相关技术有经验者优先；
—有分布式研发经验者(Hadoop/HBase/Hive/Storm/Kafka)优先。
—熟悉常用数据结构、算法、有自然语言处理、机器学习或数据挖掘经验者优先。
—有搜索引擎、个性化推荐、广告、数据平台相关经验优先。"
671,北京小年糕互联网技术有限公司,软件开发,"['150', '500']",本科,25,50,"(3,5)",1.负责用户行为分析，建立和优化用户行为模型；2.基于用户与内容模型，建立相应的推荐算法与策略；3.建立用户画像体系。,"1.统计学、数学或计算机专业硕士及以上，三年以上从事算法研究经验；2.具备深厚数据建模（机器学习，数据挖掘，信息检索背景）和分析理论知识和经验；3.对业务有敏锐的洞察力，有较强的业务理解与分析能力，了解业务规划与策划能力以及相应经验；4.熟悉至少一种编程语言，C/C++、Java、Sacla、Python、Go、R等；5.熟悉ElasticSearch或Solr优先；6.熟悉当前主流MQ, NoSql, 熟悉hadoop/hbase/spark/storm等至少一种分布式系统，有分布式机器学习算法开发经验者优先；7.有实际数据挖掘与推荐系统开发经验者佳。"
672,北京芯盾时代科技有限公司,"移动互联网,信息安全","['150', '500']",硕士,10,20,"(0,1)","1、参与基于大数据机器学习产品的研发、设计工作，及机器学习平台的完善；
2、负责模型发布、在线预测、模型监控、模型管理等相关功能设计、开发。
","1、熟悉大数据平台生态圈，有大数据平台搭建经验者优先；
2、熟练掌握spark架构，有源代码开发经验者优先；
3、熟练掌握常见数据结构，如树、链表、堆栈、图等；
4、熟练掌握微服务 API开发，有高并发、低延时等性能调优经验者优先；
5、工作积极主动，具有良好的团队协作精神；
6、逻辑清晰，快速的学习能力及良好的沟通能力。"
673,北京比图科技有限公司,"移动互联网,文娱丨内容","['150', '500']",不限,30,60,"(5,10)","精简特征工程，帮助数据科学家在生产环境中使用机器学习模型，驱动数据科学研究及分析在整个公司内内的使用。

工作职责
负责批量、实时任务开发和维护
负责推荐系统架构搭建和维护
与机器学习和数据科学家密切协作，了解数据需求，包括架构及数据频率
通过利用分布式可拓展平台 （databricks）编写 Scala （或者其他语言）脚本以生成丰富的表格
与客户端工程师协作讨论需求细节
 
职位要求
五年以上工作经验，至少两年数据开发相关工作经验
熟悉掌握 Scala、Python 等语言，深入了解 Apache Spark 原理及应用
对于新技术，能快速评估和权衡利弊，迅速完成和交付项目
了解推荐系统、数据挖掘、机器学习等常用算法
良好的英语听说读写能力","熟悉 Apache Spark 原理及应用
加分项"
674,深圳市沃佳科技有限公司,游戏,"['15', '50']",本科,40,70,"(3,5)",,
675,安徽华米信息科技有限公司,移动互联网,"['500', '2000']",本科,20,40,"(3,5)",1.【开发】建设自动化运维平台，包括但不限于CI/CD，监控，日志，大数据分析平台设计开发；开发运维工具，并不断优化运维平台调研各种技术，提出可行的解决方案2.【运维】使用自动化运维平台提高运维效率和各项运维指标处理线上问题，定位问题并跟踪或解决问题针对产品线，调研解决方案，并实施落地积累经验，并文档化运维流程和标准,1.统招本科及以上学历，3年以上互联网开发、运维开发工作经验，逻辑思维能力强；2.精良的设计及编码能力，常用Java/Python/PHP/Go中的某种语言，熟练掌握Shell，AWK，SED等脚本工具；3.熟练管理或使用Jenkins、Git、Maven、Redis等；4.熟悉容器化主流技术，编排工具，如Docker，Kubernetes。5.有自动化构建系统、配置管理系统、CI/CD、监控报警等自动化运维平台建设经验者优先。
676,北京酷讯科技有限公司,消费生活,['2000'],硕士,20,40,"(1,3)",1.负责美团搜索场景下的项目/Query分析、排序模型开发、相关特征挖掘，相关性优化等；2.负责搜索场景下排序效果的数据分析；3.通过上面的工作持续提升美团搜索的效果。,1.对Query分析、自然语言处理、文本相关性、数据挖掘或机器学习排序有一定的理解和应用经验；2.精通C/C++/Python等编程，有良好的编程习惯；3.对数据结构和算法设计具有深刻的理解；4.对数据敏感，数学功底扎实，有统计相关背景优先；5.有MapReduce或日志挖掘开发经验者优先；6.具备优秀的逻辑思维能力，对解决挑战性问题充满热情，善于分析问题，解决问题；7.有强烈的上进心和求知欲，善于学习新事物。
677,北京猿力未来科技有限公司,"移动互联网,教育",['2000'],本科,35,65,"(0,0)","负责直播音频引擎的设计、开发及测试.
  负责跨平台的直播音频SDK开发及测试.
  探索音频算法领域前沿, 设计相关实验、评估并推动产品落地.

","计算机、信号处理、声学等相关专业.
  有AEC、AGC、ANS、VAD等语音前后处理及增强算法相关经验；
  熟练掌握 C/C++ 平台的软件开发流程.
  熟悉WebRTC等音频引擎者优先."
678,北京十牛科技有限公司,移动互联网,"['15', '50']",不限,20,40,"(3,5)","1. 负责用户画像，推荐算法和机器学习平台的搭建;2. 改进产品的推荐系统，优化用户体验;

岗位要求1、扎实的推荐算法/机器学习/数据挖掘/NLP理论和技术基础。2、熟悉最优化的基础理论，能够将业务问题转化成相关的优化问题并求解，深刻理解并独立实现过相关算法（回归、决策树、分类问题、深度神经网络、图模型，概率统计，最优化方法等）3、熟悉常用数据结构，具备扎实的算法基本功，熟悉C++、Python、java等编程语言中的至少一种；编程能力强，代码爱好者加分。4、良好的业务理解能力和逻辑思维能力，能够从海量数据中发现关键特征，出色的问题分析及",
679,国美控股集团有限公司,"移动互联网,电商",['2000'],本科,21,42,"(3,5)",,
680,瀚思安信（北京）软件技术有限公司,"企业服务,数据服务","['150', '500']",本科,15,25,"(3,5)","1、负责公司安全大数据的分析、建模和算法改进；
2、根据安全场景选择合适的算法并推动该算法在安全系统里的落地实现；
3、运用数据算法能力推动复杂业务问题的解决，赋予安全业务的数据化意识与能力。
","1、计算机、通信、电子等相关专业本科及以上学历，三年以上工作经验；
2、计算机科学、机器学习、人工智能、数据挖掘等相关专业毕业，精通Java、python语言；
3、熟悉pandas、sklearn、matplotlib的使用；
4、熟悉Springboot的使用
5、扎实的理论和算法基础，对常见数据挖掘、机器学习、深度学习有深刻的理解；
6、熟悉大数据机器学习框架的使用，熟悉Caffe、TensorFlow、MXNet、Torch等机器学习及深度学习框架的使用；
7、有机器学习、人工智能、自然语言处理等领域企业的工作经验；
8、具有入侵及威胁检测、数据泄漏、安全风控等相关安全技术的优先考虑；
9、具有异常检测算法实战、用户行为分析实战者优先考虑；
10、具备良好的沟通能力和语言表达能力；
11、有团队意识，可以适应短期出差；"
