,公司名,城市,公司人数,公司领域,职位,发布时间,工资,工作年限,学历,岗位职责,岗位要求
413,北京创业光荣信息科技有限责任公司,北京,150-500人,"数据服务,企业服务",数据分析师(J10066),2020-04-02 16:32:15,8k-10k,1-3年,本科,"1.  汇总产品数据需求，提供相关数据并进行分析；
2.  负责建立和搭建完整的投资机构和基金的数据管理体系；
3.  负责构建金融数据模型，支持数据产品需求；
4.  配合各研究课题进行专项数据分析，搭建数据分析模型并进行运算处理；
5.  固化常规数据体系，完成数据周报，月报，年报。


","1.  本科及以上学历，经济学、统计学、金融工程等相关专业；
2.  具有行业数据分析经验，有较强数据洞查能力；
3.  对一级市场数据有深入了解，能根据数据部门需求形成完善的运营规则和搭建相关数据库的物理表；
4.  对数据库有深入的了解，能熟练使用数理统计、数据分析、数据挖掘工具软件（SAS、R、Python等的一种或多种），能熟练使用SQL读取数据；
5.  积极主动，具备一定的抗压能力，有较强的推动力；
6.  具有扎实的金融理论功底及丰富的金融专业知识，并有较强的风险控制能力。"
414,安徽华米信息科技有限公司,北京,500-2000人,移动互联网,数据分析师,2020-03-05 09:49:55,18k-30k,1-3年,本科,,
415,北京乐纯悠品食品科技有限公司,北京,150-500人,消费生活,战略数据分析师,2020-04-02 16:32:40,18k-25k,3-5年,本科,,
416,建信金融科技有限责任公司,北京,2000人以上,"金融,软件开发",大数据分析师,2020-03-31 14:39:19,16k-30k,3-5年,本科,"1、负责使用大数据和人工智能技术，分析政务、银行、交通等领域的数据，深入挖掘内外部用户需求，理解市场，设计数据应用产品，实现分析建模、报表汇总、成果展示、用户运营等功能；
2、沟通协调项目进度，理清业务和技术的环节，与研发、运营团队紧密协作，推动数据产品落地实施，把控产品质量；

","1、全日制大学本科及以上学历，信息科学类相关专业；
2、具有数据使用能力、业务抽象理解能力、需求提炼能力以及项目协调管理能力； 
3、熟练掌握SQL、Excel、Python等一种常用数据处理工具，有Axzure、Sketch、墨刀等原型设计软件的经验；
4、有良好的逻辑思维能力，较强的沟通能力和团队合作精神，能承担工作压力；

优先条件"
417,深圳市赢时胜信息技术股份有限公司,北京,500-2000人,金融,大数据应用开发工程师,2020-04-04 13:57:27,15k-30k,3-5年,本科,,
418,人人贷商务顾问（北京）有限公司,北京,2000人以上,金融,资深商业数据分析师,2020-03-30 16:00:45,35k-60k,5-10年,本科,"1、极强的主动性和自驱力；工作计划性强，考虑问题全面、认真细致，对工作结果交付有高度责任心
2、具备优秀的逻辑思维能力、表达能力、沟通协调能力，能够与市场、产品、运营、财务等协调部门高效合作
3、对互联网/金融行业运营模式有较为深入理解，具备建模能力、商业分析/策略运营相关经验
4、熟练使用EXCEL，PPT，MySQL查询语言
5、全日制高校毕业，5-10年工作经验，统计专业、BI分析/互联网/管理咨询",
419,北京聪明核桃教育科技有限公司,北京,500-2000人,教育,大数据开发工程师,2020-03-31 19:59:56,25k-50k,5-10年,本科,"1负责构建分布式实时计算平台，支撑复杂的业务需求，推进实时计算SQL化；
2深入理解系统技术原理和架构，持续进行性能优化和架构迭代，不断提高系统的可用性、可扩展性；
3深入理解系统使用场景,为业务方提供技术指导。

","1、3年以上相关工作经验，本科或以上学历；
2、熟悉Linux，熟悉Scala/Java，熟悉常用脚本语言Shell、python等；
3、熟悉并行计算或者分布式计算原理，熟悉高并发、高稳定性、可线性扩展、海量数据的系统特点和技术方案；
4、有SparkStreaming/Flink等的开发和使用经验；
5、对性能调优，算法效率和分布式计算的资源管理策略有较深的理解；
6、熟悉ZooKeeper/kafka/Hadoop/HBase/Flume/Redis等平台者优先；
7、具备良好的沟通能力和自我学习能力。"
420,北京创业光荣信息科技有限责任公司,北京,150-500人,"数据服务,企业服务",金融数据分析师(J10066),2020-04-02 16:32:16,8k-15k,不限,本科,1.负责公司数据库的数据产品规划，制定产品功能和数据规划，协同各方资源，保证数据落库、数据持续稳定更新和提高数据库质量；2.汇总产品和项目的数据需求，并将需求转换为数据产品，包括数据模型、表设计、表间关联关系、加工规则、清洗规则和prd文档撰写，确保数据库的准确性和稳定性，推动项目高效上线；3.深入了解金融数据库，可以从金融数据专业的角度给出合理的建议。,"1.  本科及以上学历，经济学、统计学、金融工程等相关专业；2.  对数据库有深入的了解，能熟练使用数理统计、数据分析、数据挖掘工具软件（SAS、R、Python等的一种或多种），能熟练使用SQL读取数据
3.  对一级市场数据有深入了解，能根据数据部门需求形成完善的运营规则和搭建相关数据库的物理表；4.  具有行业数据分析经验，有较强数据洞查能力；
5.  积极主动，具备一定的抗压能力，有较强的推动力；6.  具有扎实的金融理论功底及丰富的金融专业知识，并有较强的风险控制能力。"
421,北京纯粹旅行有限公司,北京,150-500人,"移动互联网,旅游",数据分析实习生,2020-03-05 06:55:50,3k-5k,应届毕业生,不限,,
422,北京转转精神科技有限责任公司,北京,500-2000人,"移动互联网,消费生活",服务专家(数据分析方向),2020-04-02 18:20:11,7k-12k,3-5年,大专,"1、负责团队业务、人员指标建立及数据体系搭建，以衡量团队运营能力； 2、基于业务逻辑，建立业务数据模型，并进行常态数据统计、监控，推动数据平台的建立及完善； 3、及时主动对数据进行深入分析，优化业务监控指标体系，诊断业务健康度，发现问题、定位原因，并能提出有效的解决策略； 4、开展专项研究，深度挖掘用户数据，找出行为规律并模型化，驱动产品、运营策略迭代； 5、根据项目需求，通过数据提炼分析观点，独立撰写数据分析与可视化报告； 6、根据团队需要，提供专项数据支持。
",1、3年以上数据分析工作经验，有客服团队数据经验者优先； 2、本科及以上学历，统计学或数学相关专业优先； 3、熟练运用Excel、SQL进行数据统计与分析；熟悉Python； 4、具备较强的逻辑思维，问题分析与解决能力； 5、具备良好的跨团队合作及沟通学习能力； 6、严谨、客观的数据态度，良好的时间管理能力。
423,车主邦（北京）科技有限公司,北京,500-2000人,"移动互联网,电商",大数据开发工程师,2020-03-06 16:38:25,20k-40k,3-5年,本科,,
424,中国国际金融股份有限公司,北京,2000人以上,金融,大数据开发工程师,2020-04-01 15:43:03,12k-20k,应届毕业生,本科,"1. 负责大数据处理、大数据整合开发；
2. 负责大数据挖掘、大数据检索开发；
 
","1. 全日制本科及以上学历，计算机、软件工程、金融相关专业优先；
2. 熟练掌握SQL语言，熟悉Oracle，sqlserver，mysql等关系型数据库，了解redis，mongo，influxdb等非关系型数据库的使用及优化，了解SQLlite等轻量级数据库；
3. 熟练掌握开发语言，java、Python、、C++或go语言，有扎实的编程基础；
4. 数据整合、数据校验经验者优先；
5. 数据挖掘、信息检索背景者优先；
6. 具备较强的主动性及快速学习，对数据敏感，能从数据中自主发现问题，具有良好的沟通协调能力；
7. 具备良好的人际沟通能力，有团队意识。"
425,北京大米未来科技有限公司,北京,2000人以上,教育,数据分析专家（续费方向）,2020-04-02 19:01:26,30k-50k,3-5年,本科,"1、负责准确识别业务团队管理工作中的问题，推动业务进行改善；
2、搭建业务管理的一级、二级指标，用于识别业务团队中的关键管理问题；
3、负责业务团队全流程数据监控、分析和管理工作，对多种数据源进行深度诊断性组合分析、挖掘、构建分析模型；并输入监控服务团队给用户服务的问题以及诊断；
4、负责监控数据搭建，通过搭建实时和非实时的BI的数据报表，协助业务快速找到关键问题；
5、负责专项数据分析工作，能够跟BI协作，进行多维度的数据分析，针对数据的相关性通过专业的手段给出报告；

","1、有3-5年工作经验，有过指标搭建以及目标拆解的工作经验；
2、管理学、经济学、统计学或数学、计算机或信息、数理统计或数据挖掘专业方向相关专业大学本科以上学历；
3、具备数据库相关知识，熟练掌握excel、会写SQL、会使用python等分析工具；
4、责任心强，能承受较强的工作压力，具有很强的判断与决策能力，计划和执行能力及解决复杂问题的能力，能独立或支持团队完成运营管理分析工作；
5、具有良好的沟通能力，理解能力和抗压能力，具备优秀的服务意识和团队意识
6、学历要求"
426,北京众信利民信息技术有限公司,北京,150-500人,"金融,数据服务",大数据开发工程师,2020-03-11 17:42:07,20k-40k,3-5年,本科,"1 负责大数据工具平台和业务系统设计与功能开发及维护； 

2 参与技术架构和产品规划讨论，支撑业务的快速迭代； 

3 参与项目质量审核，提升团队开发质量和效率； 

4 对现有系统的不足进行分析，改进优化系统性能。

","1.大学本科及以上学历，计算机相关专业；

2.精通Java技术，熟悉框架开发，有中间件，DB，缓存，消息方面的开发经验;

3.对大数据相关技术栈，如"
