,公司名,城市,公司人数,公司领域,职位,发布时间,工资,工作年限,学历,岗位职责,岗位要求
869,北京陌陌科技有限公司,北京,500-2000人,社交,数据分析师（数据产品方向）,2020-03-17 10:07:24,25k-45k,3-5年,本科,"1、在数据分析和需求处理的工作中，有一些结果需要加以抽象和设计转化为数据产品提供给需求方使用，提高分析结果的利用效率；
2、根据日常需求，设计适合于公司的分析工具平台，调研需求，确定原型，并推动开发上线，提高数据的使用效果；
3、为完善用户属性数据，设计合理的产品模型，能够推动上线并得到所需的数据结果；
4、利用已有数据，根据产品需求，对数据进行产品策划，推动上线并跟踪效果优化。 
","1、数据理解深入，具有良好的数据分析能力。最好做过三年左右的数据分析工作或挖掘工作；
2、具有数学模型的理解能力，对常用的数学模型算法有所了解；
3、熟悉数据仓库，了解常见数据库的基本性能，熟练掌握SQL，熟悉一种以上的脚本语言（python等）；
4、熟练使用Axure等原型设计工具，了解tableau等常见数据平台；
5、具有主观能动性和较强的问题解决能力，能够根据项目合理安排计划并组织推动实施。"
870,拼途（北京）信息技术有限公司,北京,150-500人,汽车丨出行,高级大数据开发工程师,2020-04-03 18:04:32,15k-25k,3-5年,本科,"1.大数据平台实时计算和分布式并行计算的程序开发,以及开源技术组件的二次开发2.大数据集群组件运维调优",1.熟悉常用的算法和数据结构。 2.熟悉Linux系统，具备java/scala/python/shell等一种或几种语言的开发能力。 3.熟悉常见的开源分布式计算/存储相关技术，包括hdfs、mapreduce、spark、flink、kafka、hive、hbase、elasticsearch等。 4.熟悉Yarn工作原理及深入开发、熟悉linux技术5.有大数据平台实时计算和分布式并行计算的程序开发经验6.有大数据系统项目经验，有海量数据处理和分析经验7.深入了解各种大数据相关框架或组件，对线上大数据集群有运维调优经验(加分项)
871,拼途（北京）信息技术有限公司,北京,150-500人,汽车丨出行,高级大数据开发工程师,2020-04-03 18:04:30,15k-25k,3-5年,本科,1、负责核心数据产品开发； 2、负责离线/实时数据计算的开发，维护；,1、本科及以上学历；2、3年及以上JAVA开发经验，了解设计模式、数据结构；3、熟练掌握MySql，Redis等数据库的使用和优化；4、有Hive、Spark、Flink、hbase、ES、Druid开发经验者优先；5、有CDH集群运维经验优先；6、严谨的逻辑思维，强烈的技术热情善于合作喜欢有挑战性的工作；
872,拼途（北京）信息技术有限公司,北京,150-500人,汽车丨出行,大数据开发工程师（算法组）,2020-04-03 18:04:30,20k-40k,1-3年,本科,,
873,北京嘀嘀无限科技发展有限公司,北京,2000人以上,汽车丨出行,高级数据分析专家(J200204024),2020-03-31 14:52:33,35k-50k,5-10年,本科,,
874,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,人力数据分析师,2020-04-05 17:27:43,20k-35k,3-5年,本科,"1、结合公司现有系统，深入分析人力数据和业务数据平台，搭建公司人力资源数据报告体系和可视化数据分析平台（HRBI）；
2、针对公司业务，通过梳理并优化现有数据分析的内容、流程和机制，深度挖掘数据价值，提供人力资源数据策略支持；
3、支持对接公司重点人力资源项目，借助数据分析，发现人力资源管理问题，提出改进意见，探索和研究提高人力ROI的方法，为公司人才规划和发展提供建议
4、完成行业、竞争对手等进行HR相关数据整合和研究分析，输出人力资源分析报告，为管理层决策提供支持，并在业务扩张过程中持续提供支持；

","1、本科及以上学历，统计学、经济学、信息管理系统，计算机相关专业优先；
2、1年以上数据工作经验，互联网公司商业分析，大型企业数据分析或咨询公司背景，熟悉BI系统搭建者优先；
3、优秀的商业分析能力（结构化思维）、敏锐的数据洞察力； 4、具备良好的沟通协调能力、学习能力，成就驱动，极强的保密意识和良好的职业道德；
5、具备专业的数据处理和分析能力，精通数据分析工具，如excel、tableau、R、python等，能够熟练使用PPT、Excel等工具；"
875,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,音乐数据分析师,2020-04-05 19:18:26,15k-25k,1-3年,本科,"1、负责团队数据工作 (demo模型搭建及优化等) 、输出策略，推动项目或合作进行；
2、追踪分析音乐行业资讯，输出有战略价值的观点和建议；
3、团队内部工","规范流程、材料格式等。
职位要求"
876,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,图文审核数据分析专员,2020-04-05 18:05:25,8k-15k,3-5年,本科,"1、负责今日头条图文业务日常审核数据的分析，以提升审核质量降低风险；
2、负责各项业务数据指标的监控，及时发现审核后台异常情况并推动策略改进；
3、负责对审核管理数据进行分析，针对影响因素进入深入挖掘，提出管理优化建议；
4、负责图文业务中使用的模型或其它策略进行准召评估，跟进配合策略的优化；
5、支持部门内各项数据需求的整理与跟进。

","1、2年以上数据分析经验，统计、数学、计算机、信息管理等理工相关专业优先；
2、在数据挖掘、分析方面有丰富经验，熟练使用Hive，SQL与Excel透视表等其它数据处理工具；
3、良好的沟通能力和逻辑思维，有极强的数据分析能力，自驱力抗压能力强；
4、对互联网内容行业有较高关注，有审核数据分析相关工作经验者优先。"
877,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,产品数据分析师,2020-04-05 18:10:08,15k-30k,3-5年,本科,"1. 负责字节跳动旗下教育业务的数据分析相关工作；
2. 对接各业务部门，全面分析业务链条中的各项业绩指标，结合业务方向输出可执行的业务优化策略；
3. 对接产品团队，了解产品设计和优化方向，为产品线建立数据支持体系，通过数据为产品优化提供效果评估及数据决策支持；
4. 构建用户分析体系，包含用户行为、用户画像分析，挖掘潜在的规律趋势，协助产品进行策略优化；
5. 关注行业前沿动态，研究和分析行业发展趋势，量化分析价值和影响，产出专业行业分析报告；
6. 跟进和监督各业务目标完成情况，定期进行产品优化效果复盘，有效提供改进策略和实施建议。
","1. 本科及以上学历，2年以上工作经验，统计、数学、社会学或计算机等相关专业；
2. 熟练掌握定性、定量研究方法，熟练运用Excel、SQL、Python、R语言等数据工具；熟悉tableau、spark、hive等数据库工具；
3. 数据敏感、逻辑清晰、业务理解力强，能从数据中获得业务洞察，清晰了解业务重点和状况；
4. 优秀的信息搜集、数据分析、撰写报告及结构化的分析思考能力，能够形成清晰的业务观点；
5. 有数据分析及建模相关经验，如"
878,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,数据分析师-英语教育产品,2020-04-05 17:36:36,15k-30k,1-3年,本科,"1、英语教育新产品的数据监控体系和报表体系设计；
2、全面分析各项影响产品提升与增长的因素，找到可优化提升的点，帮助业务快速提升；
3、提供日常数据支持，为业务拓展及优化提供决策建议。

","1、本科及以上学历，数学、统计学、计算机专业；
2、1年以上数据分析工作经验，熟练掌握Hive/SQL，精通Excel，掌握Tableau等BI工具；
3、好奇心强，求知欲强，有钻研探索精神，对数据分析有强烈兴趣者优先；
4、目标导向，性格严谨细致认真。"
879,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,数据分析专家-反作弊,2020-04-05 17:43:15,25k-45k,3-5年,本科,,
880,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,广告安全数据分析师,2020-04-05 18:38:34,12k-20k,3-5年,本科,"1. 负责海外广告安全团队的数据分析工作，搭建整体业务BI架构（包括但不限于可视化报表展现及数据产品设计）；
2. 通过对业务数据的清洗和分析挖掘洞察，提出对业务管理的改进提升建议；
3. 建立广告安全业务风险监控指标体系，实现对全球各市场各产品的风险动态监控；
4. 支持国际化广告安全策略层和执行层等团队的专项数据需求。
","1. 本科及以上学历，计算机、统计、数学相关专业优先；
2. 3年左右大型互联网公司数据分析经验，熟悉互联网广告及广告安全/风控业务优先；
3. 英语口语和书面表达流利，有海外学习和工作经历优先；
4. 精通 SQL，熟悉数据spark、hive等数据库工具，熟悉数据仓库搭建；
5. 熟练掌握 Tableau、PowerBI等数据可视化工具；
6. 自我驱动力强，能快速理解业务，发掘业务细节和数据之间的联系。"
881,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,音乐版权数据分析师,2020-04-05 17:17:13,20k-30k,不限,本科,"1、从事跟唱片公司对账、提供集团业务报表以及满足整个集团内外结算需求的工作；
2、涉及产品领域包括合同费用管理、综合结算等相关应用系统；
3、参与数据评估分析，建立数据分析模型，进行版权管理，以及同其他团队成员一起协作完善系统功能等；
4、协助产品团队优化版权曲库的建设。

","1、本科以上学历，2年以上工作经验；
2、了解音乐版权，能够熟练运用excel，word等办公软件；
3、具备一定财务、税收等专业知识，对音乐版权有一定的了解，熟悉合同业务流程者优先；
4、具备较强的沟通交流能力，头脑清晰，思维敏捷，细心负责，能与团队很好的协作；
5、工作主动，善于学习与独立思考，有创业精神，愿意在一个高速发展的企业快速成长，拥抱不确定性。"
882,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,内容社区数据分析师,2020-04-05 18:38:52,15k-30k,1-3年,本科,"1、搭建各业务线社区生态指标体系，监控和优化各环节风险指标，完善数据归因体系；
2、在海量数据中挖掘规律，通过数据分析、数据工具驱动产品、策略改进，推进分析结果落地；
3、对接国内外业务团队，推进数据分析价值全球化落地。
","1、本科及以上学历，数学、统计学相关专业优先，有扎实的统计和数据挖掘理论基础；
2、2年以上数据分析经验，有内容生态相关数据分析经验者优先；
3、熟练使用SQL/Python/R/excel/Tableau等数据分析和统计分析工具；
4、有数据仓库项目设计或搭建经验，对模型/推荐与数据结合有较深的理解；
5、敏锐的公司产品相关行业技术发展趋势把握能力，和宏观分析判断决策能力；
6、有海外经历，英语优秀者优先。"
883,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,数据分析师-反作弊,2020-04-05 18:14:08,25k-45k,3-5年,本科,"1、对数据与模型进行分析，提出可行性方案和结果；
2、参与风控画像风险体系建设，基于业务数据，算法模型库进行风险标签探索；
3、对业务风险点、线上策略执行进行监控分析，完成分析报告、报表，通过数据分析不断改进风控策略和规则。

","1、熟悉数据挖掘，数据探索，异常数据监测的方法，并有在大数据集上落地经验；
2、有1～3年数据分析经验，熟悉评分卡，机器学习等建模方法，对指标在模型中的评估机制有系统化的认知；
3、熟悉Hive、Spark等大数据平台；
4、熟悉 python 语言，掌握常见的数据分析工具 numpy/scipy/pandas，掌握常见的可视化分析方法matplotlib/seaborn 等；
5、有风控数据分析工作经验者优先，有风控画像工作经验者优先。"
884,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,EA数据平台-数据分析师,2020-04-05 18:07:10,25k-35k,不限,本科,"1、负责运营业务的数据建模及业务分析工作，对各类分析任务中发现的问题，进行跟踪、定位、分析工作；
2、根据业务发展趋势，定期做运营数据分析，从经营纬度、产品纬度、客户纬度对整体的业务进行分析，及时发现问题进行预警，并提出解决办法；
3、对部门现有业务数据进行梳理汇总和跟踪监控，建立日常跟踪监控体系，及时敏锐的发现业务数据变化趋势；
4、对业务中存在的问题点、困难点，给出数据支持、分析报告建议、问题解决方案；对重要节点或特殊节点业务消耗的变化进行专门的研究并形成分析报告；
5、构建各种分析和预测模型，通过跟踪和监控重点数据, 发现潜在的缺陷与机会,为业务决策提供数据支撑。

","1、统招本科及以上学历；
2、3年以上电商或互联网数据分析经验，数据化运营经验，互联网广告等相关经验为加分项；
3、良好的数据敏感度，能从海量数据中提炼核心结果，有丰富的数据挖掘，信息采集整理，分析能力；
4、熟练独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题；
5、熟练使用tableau或其它数据分析工具优先；
6、有丰富的跨团队、部门的项目资源整合能力，能够独立开展研究项目，有较强的逻辑思维能力及抗压能力。"
885,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,数据分析师-风险评估方向,2020-04-05 17:26:02,10k-20k,1-3年,本科,,
886,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,商业化数据分析师 — 视觉业务,2020-04-05 18:13:29,10k-20k,3-5年,本科,"1、规划视觉业务销售业绩目标，根据团队情况对销售目标进行拆解和发放；
2、针对目标设计考核体系，并及时跟踪过程指标，确保结果指标达成；
3、对核心数据，包括业绩和客户数据进行收集、分析和统计，提供相应的运营策略建议。
","1、本科及以上学历，信息管理、统计学、经济学等专业优先，2年以上工作经验；
2、熟练使用excel、PPT等office工具，熟悉SQL语句优先，对数据有较强的敏感度，具有一定的数据分析方法论；
3、具备跨部门沟通和项目管理经验优先；
4、执行力强，具备较强的逻辑思维、流程思维和服务意识，目标导向型，自我驱动型，优秀的快速学习能力。"
887,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,商业化电商数据分析师,2020-04-05 17:04:03,10k-20k,3-5年,本科,"1、以实现业务目标为导向，支持产品运营日常数据分析需要；深入分析挖掘数据，应用数据分析方法为产品运营策略提供方案与建议，跟踪执行效果；
2、负责深度的专题分析，自选专题或者配合产品、运营、销售部门进行特定专题的深度数据分析，并形成分析报告；通过数据研究，探索提升用户增长的方法和路径；
3、与数据产品开发部门协作，把成熟的分析模型工程化或产品化。

","1、大学本科以上学历； 
2、具备良好的沟通、逻辑思考能力和学习能力，有责任感，能抗压，独立能力强；
3、熟练掌握办公软件，如Word、Excel、PowerPoint等，会制作H5；
4、有丰富的培训项目设计和运营经验，能独立承担需求诊断、培训方案设计和项目运营；
5、有内部讲课经验，若经过培训师TTT认证最佳。"
888,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,直播安全策略管理-数据分析实习生（CPDA）,2020-04-05 19:32:27,2k-3k,不限,本科,"1、对业务指标进行监控，及时发现异常数据，定位原因并推动解决；
2、负责对接数据平台，收集/提出优化需求，以满足日常工作需要，提高工作效率；
3、为审核部门提供数据工具支持，包括但不限于sql、数据看板等；
4、直播业务相关数据分析/评估，辅助梳理直播链路和流程，为安全策略的决策提供数据支持；
5、通过数据的深挖，产出服务于业务/管理的数据指标。
","1、熟练掌握数据报表处理工具，熟练使用hive,sql与excel；
2、具备良好的沟通协调能力、逻辑能力，对数据敏感；
3、2021届及以后毕业生；大学统计学，数学，计算机，信息管理相关专业优先；
4、态度端正，自我学习及抗压能力强；
5、对互联网平台内容关注度高，直播相关实习工作经验者优先。"
889,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,数据分析师-海外市场运营,2020-04-05 19:25:16,15k-30k,1-3年,本科,"1、掌握短视频相关业务的数据指标体系，熟悉各业务关键指标内在关联，为拉美运营工作提供基础数据支持； 
2、对接运营业务需求，能够对数据指标进行提取并拆分，主动输出数据归因报告，发现短视频业务运营地区的增长点并推进落地； 
3、与团队协作进行数据建模工作，推动相关业务的数据化运营工作； 
4、主动对运营业务问题进行深度分析，并给出可行性建议。
","1、本科及以上学历，有统计学、数学、计算机专业背景更佳； 
2、具备2年以上互联网数据运营或项目分析经验； 
3、熟练运用SQL、EXCEL等工具，有Python基础加分；
4、有较强的学习意愿与能力，较强逻辑推理能力，善于从业务角度解读数据； 
5、英语能力强，善于解读行业内相关产品分析报告者优先。"
890,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,大数据运维开发工程师,2020-04-05 17:49:41,25k-50k,3-5年,本科,"1、负责ElasticSearch/Druid的日常运维；
2、负责广告大数据平台的平台化建设工作，包括自助平台开发、运维脚本开发；
3、负责对ElasticSearch/Druid用户使用过程中遇到的问题进行答疑支持。

","1、熟悉Java、Python等语言，有DevOps相关经验优先；
2、熟悉ElasticSearch、Druid的运维以及优化；
3、善于沟通，工作积极主动，责任心强，具备良好的团队协作能力；
4、具备良好的问题分析与解决能力，有较强学习能力和逻辑思维能力。"
891,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,高级大数据开发工程师-核心广告系统,2020-04-05 17:41:02,20k-40k,3-5年,本科,,
892,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,实习大数据开发工程师（可转正）,2020-04-05 17:56:59,4k-6k,应届毕业生,本科,"1、负责字节跳动海量数据的处理，在分布式计算平台基础上建立高效、实时的数据 pipeline； 
2、负责产品数据分析，发现模式与规律，为实验解释、系统改进提供数据支持； 
3、负责 Hadoop，Spark 等大数据基础设施和平台的改进，解决大规模生产环境集群可用性和性能优化问题。

","1、希望你是本科大三/两年制研一/三年制研二/博士应届的同学，计算机相关专业； 
2、热爱计算机科学和互联网技术，优秀的编码能力，乐于快速学习和尝试新技术、新工具；
3、对数据敏感，掌握量化分析方法，善于从数据中发现问题，提出假设并使用数据进行验证；
4、对至少一项分布式计算平台有使用经验，例如 Hadoop，Spark，Hive，Storm，Kafka 等；
5、有参与开源项目对社区有贡献的经历，有互联网公司实习经历，有大数据处理或用户行为数据分析经验者优先。"
893,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,数据分析执行,2020-04-05 18:57:22,10k-20k,1-3年,本科,"1、根据用户行为等数据进行业务分析，帮助业务快速提升； 
2、建设业务分析模型，不断评估和优化业务分析模型；
3、支持业务上各种统计分析需求。
","1、数学、统计学、计算机相关专业优先，对数据分析有强烈兴趣者优先；
2、有IT大数据分析经验，有大型互联网公司数据分析经验、互联网数据建模分析经验者优先；
3、有一线产品或运营业务优化经验者优先； 
4、精通 SQL，熟练使用 R/Python 进行数据清洗、分析； 
5、能快速理解业务，发掘业务细节和数据之间的联系。"
894,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,数据分析经理,2020-04-05 17:41:56,15k-30k,不限,本科,"1. 推进数据分析工作，规划搭建数据指标体系和分析体系；
2. 密切关注业务进程，基于产品业务动作与效果数据，输出改进方案，优化业务策略；
3. 加强产品运营等问题深入分析，为公司决策提供数据支持；
4. 跨部门就业务和数据课题进行有效沟通协调，推动数据分析成果和应用落地。

","1. 本科及以上学历，5年以上互联网BI/经营分析相关数据分析工作经验，有过团队管理经验；
2. 熟练使用SQL，优秀的excel、PPT技能，有R语言或python基础优先；
3. 优秀的组织协调能力，自我驱动力强，结果导向； 
4. 责任心强，具备沟通协调和闭环管理、推进能力；
5. 抗压性强，勇于挑战和突破。"
895,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,数据分析（高级）工程师,2020-04-05 18:36:35,20k-40k,不限,本科,"1、负责视频架构质量平台的架构设计、实现和发展规划相关工作；
2、负责字节视频大数据量的指标清晰、模型建设、异常监控、根因分析相关工作；
3、负责将数据分析的结果产品化，为直播、点播等产品赋能。
","1、本科及以上学历，计算机、数学等相关专业；
2、有良好的编程习惯，扎实的数据结构基础，成熟的思辨能力，熟练掌握Linux环境下的C/C++/Go/Python/Java等1至2种以上语言；
3、具备数据分析、时序数据分析、Hadoop大数据组件经验从优。"
896,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,数据分析 — 内容策略方向,2020-04-05 18:26:03,15k-30k,3-5年,本科,"1、梳理项目业务数据需求，建立业务数据模型； 
2、针对项目开展业务分析工作，通过对数据及行业信息等收集、统计分析与利用，编制分析报告，对项目启动评估、业务改进提出建议； 
3、跟踪业务/重点项目的发展变化，对业务发展状态进行监控分析，产出报告；
4、推进数据分析流程和方法在各项目执行中的落地。
","1、本科及以上学历；
2、2年以上互联网视频平台用户和内容相关数据分析工作经验； 
3、熟练使用SQL，优秀的excel、PPT技能，有R语言或python基础优先； 
4、优秀的结构思考和协同工作能力，善于主动学习和思考；
5、责任心强，推进能力强，抗压能力强，有韧劲，勇于挑战和突破。"
897,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,渠道运营数据分析-飞书,2020-04-05 19:20:21,10k-20k,1-3年,本科,,
898,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,数据分析-媒体研究方向,2020-04-05 18:09:15,15k-30k,3-5年,本科,"1、对节目收视数据及流量数据进行交叉比对，对广电合作项目判断及选择提供数据支撑；
2、对站内产品数据、用户行为数据进行分析，严谨归因，为合作项目提出改进及优化建议；
3、充分研究境内外同类产品，通过数据分析，发现用户及市场规律和趋势，对广电业务方向优化及调整提供数据支撑。

","1、本科及以上学历，相关专业优先；
2、有2年以上媒体研究、传播策略咨询、专业数据公司经验者优先；
3、数据敏感，逻辑清晰，认真、严谨、踏实、科学归因；
4、积极主动，自我驱动力和责任感强，有较强语言及文字表达能力。"
899,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,数据分析工程师 — 视频架构,2020-04-05 18:19:46,20k-40k,不限,本科,"1、负责流媒体相关的各项数据分析工作； 
2、对流媒体数据背景有清晰了解，能够从专业角度给出业务数据的解决方案； 
3、针对具体的业务问题，独立设计和开发能实际解决业务问题的模型，并推动落地，解决业务问题； 
4、与各团队合作，积极发现并推动解决线上问题。推进优化方案落地执行，提升业务服务质量。
","1、本科及以上学历，数学、统计学、计算机相关专业；
2、好奇心强，求知欲强，有钻研探索精神，对数据分析有强烈兴趣； 
3、创新能力强，面对业务上各种新问题，能创造性的发明新的分析优化方案； 
4、性格严谨细致认真，有较强的模型设计与优化能力；
5、有过成功业务优化经验者优先； 有互联网公司数据分析或者流媒体相关数据处理背景优先。"
900,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,财务数据分析产品经理-企业应用,2020-04-05 18:28:18,20k-40k,不限,本科,"1、根据业务问题及场景，在系统可行情况下将之固化抽象成数据产品并跟进实现；
2、负责BI方案展示设计，输出RP及产品Demo，并推动项目的开发和实施； 
3、深入理解业务数据，了解指标取数口径、定义和来源，参与数据模型的设计， 能利用最新技术手段（大数据、NLP等）发掘新的BI需求；
4、与需求方合作，创造性地利用BI手段回答企业的战略性问题。
","1、本科及以上学历，统计学、数学等专业优先；
2、有通过数据分析解决问题的思路与实践经验 ；
3、有优秀的交互设计能力和数据可视化设计能力；
4、必须有财务管理等相关经验。"
901,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,产品数据分析师,2020-04-03 16:23:52,20k-40k,5-10年,本科,"1、深入产品团队，了解产品设计和优化方向，为产品线建立数据支持体系，通过数据为产品优化提供效果评估及数据决策支持；2、构建用户分析体系，包含用户行为分析、用户画像分析等，挖掘潜在的规律趋势，协助产品进行策略优化；3、关注行业前沿动态，研究和分析行业发展趋势，量化分析价值和影响，产出专业行业分析报告；4、跟进和监督各业务目标完成情况，定期进行产品优化效果复盘，有效提供改进策略和实施建议。
",1、统招本科及以上学历，统计、数学、社会学或计算机等相关专业；2、熟练掌握定性、定量研究方法，熟练使用Excel、sql、tableau 等数据处理和分析工具，熟悉spark、hive；3、数据敏感、逻辑清晰、业务理解力强，能从数据中获得业务洞察，清晰了解业务重点和状况；4、优秀的信息搜集、数据分析、撰写报告及结构化的分析思考能力，能够形成清晰的业务观点；5、有数据分析及建模相关经验，如
902,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,大数据开发工程师,2020-04-03 14:31:56,20k-40k,3-5年,本科,后端开发工程师（大数据方向）职位描述1、参与公司企业级产品后端的研发，确保系统的安全、高可用性和可靠性；2、参与业务需求讨论，评审产品设计，驱动研发团队一起按时、高质量完成产品交付；3、负责公司企业应用平台的开发和架构设计，保证设计和编码的质量，承担重点、难点的技术攻坚，主要开发语言为Python/Java。职位要求1、本科及以上学历，计算机及相关专业 ，4年以上工作经验；2、熟悉Python/Java，熟悉网络编程和多线程编程技术，熟悉常见的数据结构和算法；3、熟悉大规模数据处理、分布式计算等相关技术，如Hadoop 、Spark、Hive、MapReduce；4、熟悉linux平台 ， 熟悉至少一种脚本语言（shell/python）；5、有Java Web开发经验，熟悉主流开发框架者优先；6、有基于大数据平台的数据治理、 作业调度、大数据开发套件等大数据平台应用组件的设计开发经验优先；7、良好的团队合作，较强的沟通能力，对解决具有挑战性问题充,
903,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,直播审核策略-数据分析方向（CPDA）,2020-04-05 17:55:44,8k-15k,不限,本科,,
904,拼途（北京）信息技术有限公司,北京,150-500人,汽车丨出行,大数据开发工程师（java web方向）,2020-04-03 18:04:31,15k-25k,3-5年,本科,1、负责核心数据产品开发； 2、通过提供**的系统体验，提升研发效率，帮助DTP平台成长；,1.本科以上学历，3年以上工作经验（有大数据平台或大数据服务开发经验最佳）2.熟悉java技术，熟悉JVM、分布式缓存、消息队列、消息中间件、RPC框架、负载均衡等； 3.熟悉面向对象和设计模式，熟悉主流开源应用框架，如Spring、Spring boot、SpringMVC、MyBatis等应用框架并熟悉实现原理，掌握Maven、git等代码管理工具； 4.熟悉分布式、多线程、高并发及高可用、设计、编码和调优；熟悉常用的网络通信协议原理； 5.熟练主流数据库MySql/NoSQL如Redis、Hbase，具备优秀的数据建模能力和数据库分库分表设计能； 6.具备Web前端独立开发的能力，熟悉HTML、JavaScript、Ajax、CSS、HTML5、ES6、CSS3等web开发技术，掌握主流前端开发框架jquery、angular、vue等。 7.了解大数据开发组件Hadoop、Spark、Flink优先8.有较好的沟通能力，工作责任心，自驱力和主动性，有在一定范围内独立驱动，负责，承担，解决相关问题的强烈意愿和能力。
905,拼途（北京）信息技术有限公司,北京,150-500人,汽车丨出行,Java开发工程师（大数据应用组）,2020-04-03 18:04:30,10k-20k,1-3年,本科,"1、    负责现有数据产品的性能优化、功能迭代；

2、    负责新的产品的开发、优化、迭代；

3、    负责统一api体系的架构研发，同时负责大数据中心基础平台系统的建设。

","1、    计算机、数学相关专业，本科及以上学历；

2、    优秀的编程能力，精通java语言，熟悉常见的java框架体系，包括但不限于spring boot，spring mvc等；

3、    有多个成功项目落地经验；

4、    有强烈的责任感和优秀的学习能力。"
906,上海阅文信息技术有限公司,北京,500-2000人,文娱丨内容,数据分析（BI开发）,2020-04-03 17:46:43,20k-40k,3-5年,本科,"1、负责阅文集团免费产品飞读数据体系建设，包括渠道、用户、商业化、内容等维度数据采集、指标体系、BI报表设计与开发等方面；
2、针对业务重点方向分析，包括用户增长数据分析、商业变现数据监控，产品功能效果分析等，通过严谨和系统性数据分析进行业务健康度监控，提供业务决策数据支持；
","1、本科及以上学历，理科背景；
2、3年以上数据分析/BI开发经验，熟悉互联网产品数据指标体系、埋点采集验证；有业务分析、总结归纳能力优先；
3、对mysql、oracle，尤其是Hive有丰富经验，有较强的ETL脚本编程能力、调优能力；
4、熟悉BI项目，具有数据仓库、BI系统开发经验者优先；
5、熟练操作linux系统，熟悉shell/python脚本，掌握一定的数理统计、数据分析、挖掘建模方法优先；
6、工作积极主动，细心踏实，具备高度的工作责任心，逻辑清楚，思维缜密，数据敏感度高"
907,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,大数据开发工程师,2020-03-23 12:16:03,25k-50k,1-3年,本科,,
908,北京快看世界信息技术有限公司,北京,500-2000人,文娱丨内容,大数据开发工程师-用户画像/推荐方向,2020-04-03 19:14:58,25k-50k,3-5年,本科,"（用户画像）
1、参与企业级亿级用户画像体系的开发搭建；
2、参与画像源数据的ETL清洗开发，参与画像标签体系的技术规划；
3、开发挖掘用户各级标签，提升用户画像标签体系的覆盖度和准确性；
（推荐方向）
1、参与亿级用户个性化推荐业务的数据需求开发工作；
2、为用户计算生成漫画业务、社区业务的精准画像、精准推荐提供数据支持；
3、参与需求开发文档撰写；

","1、本科及以上学历，计算机相关专业毕业，有3年以上的数据开发经验；
2、熟悉大数据开发的工作流程和规范；
3、理解Hadoop及其子项目的体系架构、工作原理，掌握Spark开发；
4、编程基础扎实；
5、有用户画像体系开发、搭建经验者优先；
6、有个性化推荐数据开发经验者优先；
7、拥有良好的团队协作及沟通能力。"
909,北京深演智能科技股份有限公司,北京,150-500人,"移动互联网,广告营销",2020校园招聘-大数据开发工程师,2020-04-03 20:09:15,10k-16k,应届毕业生,本科,,
910,上海阅文信息技术有限公司,北京,500-2000人,文娱丨内容,数据分析（北京）,2020-04-03 17:46:42,25k-50k,5-10年,本科,,1
911,上海阅文信息技术有限公司,北京,500-2000人,文娱丨内容,数据分析（北京）,2020-04-03 17:46:36,25k-50k,5-10年,本科,,"负责阅文集团免费产品飞读数据指标体系建设，包括渠道、用户、商业化、内容等指标体系、BI报表搭建等方面；
2"
